City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Joao Pessoa,BR,-7.115,-34.8631,77.23,100,75,5.75,broken clouds
350,Kathu,TH,7.9178,98.3332,86.7,99,4,3.94,clear sky
351,Mayumba,GA,-3.432,10.6554,77.29,92,86,6.49,moderate rain
352,Parana,AR,-31.732,-60.5238,64.45,91,0,3.18,clear sky
353,Cascais,PT,38.6979,-9.4215,59.94,69,38,8.01,scattered clouds
354,Port Hedland,AU,-20.3167,118.5667,91.45,49,78,12.66,broken clouds
355,Celestun,MX,20.8667,-90.4,69.93,60,5,12.91,clear sky
356,Ponta Delgada,PT,37.7333,-25.6667,61.52,77,75,4.61,broken clouds
357,Mian Channun,PK,30.44,72.3543,73.8,11,0,4.27,clear sky
358,Goderich,CA,43.7501,-81.7165,30.9,86,100,18.41,overcast clouds
359,Hede,CN,33.7681,120.2517,53.71,48,100,18.52,overcast clouds
360,Labuhan,ID,-6.8844,112.2051,82.65,70,69,4.61,broken clouds
361,Padang,ID,-0.9492,100.3543,82.45,64,4,3.13,clear sky
362,Prince Rupert,CA,54.3161,-130.3201,42.89,93,100,6.91,light rain
363,Parauna,BR,-16.9478,-50.4486,71.89,80,70,4.61,broken clouds
364,Shimoda,JP,34.6667,138.95,68.36,81,75,3.2,broken clouds
365,Ningxiang,CN,37.34,111.2052,38.52,19,99,4.65,overcast clouds
366,Kosh-Agach,RU,50,88.6667,7.68,80,100,1.25,overcast clouds
367,Grindavik,IS,63.8424,-22.4338,37.87,87,100,5.75,light rain
368,Isangel,VU,-19.55,169.2667,83.88,65,99,9.86,overcast clouds
369,Ngara,TZ,-2.5122,30.6558,53.94,95,94,1.43,overcast clouds
370,Suntar,RU,62.1444,117.6319,24.78,90,99,4.27,overcast clouds
371,Taua,BR,-5.9667,-40.3,70.47,95,100,5.28,overcast clouds
372,Madaoua,NE,14.073,5.96,73.09,11,8,11.45,clear sky
373,Port Macquarie,AU,-31.4333,152.9167,67.89,100,75,6.91,light rain
374,Jining,CN,35.405,116.5814,57,1,100,14.88,overcast clouds
375,Xining,CN,36.6167,101.7667,35.8,44,5,2.39,clear sky
376,Puerto Escondido,MX,15.85,-97.0667,80.26,73,100,1.68,overcast clouds
377,Saint Anthony,US,45.0205,-93.218,28.29,38,0,17.27,clear sky
378,Luebo,CD,-5.35,21.4167,70.72,88,100,0.96,overcast clouds
379,Qaanaaq,GL,77.484,-69.3632,-5.75,98,100,4.74,overcast clouds
380,Russell,US,32.3502,-85.1999,60.03,35,0,4.61,clear sky
381,Shelburne,CA,44.0787,-80.2041,29.16,95,100,14.67,overcast clouds
382,Sumbe,AO,-11.2061,13.8437,78.87,86,100,8.12,overcast clouds
383,Puerto Baquerizo Moreno,EC,-0.9,-89.6,78.42,83,100,10.78,light rain
384,Conde,BR,-7.2597,-34.9075,76.46,100,75,5.75,broken clouds
385,Lure,FR,47.75,6.5,49.05,81,0,0,clear sky
386,Eureka,US,40.8021,-124.1637,58.19,79,100,2.68,overcast clouds
387,Makakilo City,US,21.3469,-158.0858,80.56,52,20,16.11,few clouds
388,Tilichiki,RU,60.4667,166.1,16.38,72,19,3.09,few clouds
389,Katsuura,JP,35.1333,140.3,64.42,85,96,13.29,overcast clouds
390,Bukama,CD,-9.2,25.85,67.46,98,100,3.2,overcast clouds
391,Altay,CN,47.8667,88.1167,36.1,54,99,5.59,overcast clouds
392,Caranavi,BO,-15.8167,-67.55,60.82,99,99,1.36,overcast clouds
393,Wawa,NG,9.9022,4.4192,81.84,20,69,0.87,broken clouds
394,Bergen,NO,60.392,5.328,42.08,94,75,6.91,drizzle
395,Minden,DE,52.2833,8.9167,44.47,88,100,2.3,overcast clouds
396,Camapua,BR,-19.5314,-54.0439,71.62,94,98,3.42,overcast clouds
397,Aguimes,ES,27.9054,-15.4461,58.86,57,20,13.8,few clouds
398,Gillette,US,44.2911,-105.5022,48.11,38,61,8.52,broken clouds
399,Cabedelo,BR,-6.9811,-34.8339,77.67,82,71,5.12,broken clouds
400,Kysyl-Syr,RU,63.8986,122.7617,20.14,92,100,7.38,light snow
401,Tautira,PF,-17.7333,-149.15,81.61,73,16,12.91,few clouds
402,Bull Savanna,JM,17.8868,-77.5902,73.9,76,86,2.55,overcast clouds
403,Vidim,RU,56.4088,103.1106,16.52,81,80,13.51,broken clouds
404,Raudeberg,NO,61.9875,5.1352,42.96,88,100,22.32,overcast clouds
405,San Quintin,MX,30.4833,-115.95,60.19,84,6,7.87,clear sky
406,Chicama,PE,-7.8447,-79.1469,66.74,74,78,5.32,broken clouds
407,Qena,EG,26.1615,32.7183,55.71,28,0,7.47,clear sky
408,Nuqui,CO,5.7125,-77.2708,78.12,88,100,3.62,light rain
409,Bowen,AU,-20.0167,148.2333,83.26,65,91,13.4,overcast clouds
410,San Patricio,US,28.017,-97.5169,72.18,60,29,11.18,scattered clouds
411,Albion,US,42.2431,-84.753,28.58,77,100,11.5,overcast clouds
412,Robe,AU,-37.1833,139.75,68.85,59,100,12.28,overcast clouds
413,Bonthe,SL,7.5264,-12.505,76.6,90,100,5.5,light rain
414,Stjordalshalsen,NO,63.4681,10.9262,34.5,100,75,3.44,light rain
415,Banda Aceh,ID,5.5577,95.3222,82.47,76,9,3.06,clear sky
416,Batagay-Alyta,RU,67.8006,130.4114,11.25,66,100,3.65,overcast clouds
417,Winchester,GB,51.0651,-1.3187,48.47,73,1,9.69,clear sky
418,Mostre,BA,44.0229,18.1353,34.79,60,0,1.52,clear sky
419,Nanakuli,US,21.3906,-158.1547,81.99,50,20,16.11,few clouds
420,Oltu,TR,40.5498,42.0013,17.35,95,100,2.91,overcast clouds
421,Frutal,BR,-20.0247,-48.9406,72.64,84,62,4.61,moderate rain
422,Sechura,PE,-5.5569,-80.8222,73.02,76,100,13.44,overcast clouds
423,Upington,ZA,-28.4478,21.2561,62.98,72,0,4.61,clear sky
424,Bac Lieu,VN,9.285,105.7244,86.32,63,0,5.7,clear sky
425,Sobolevo,RU,54.4299,31.8996,24.62,73,100,22.06,overcast clouds
426,Vryburg,ZA,-26.9566,24.7284,63.27,41,55,4.5,broken clouds
427,Saint George,US,37.1041,-113.5841,84.79,8,0,5.75,clear sky
428,Sur,OM,22.5667,59.5289,79.59,46,0,7.05,clear sky
429,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.86,68,0,3.85,clear sky
430,Kavaratti,IN,10.5669,72.642,82.27,70,11,2.93,few clouds
431,Hobyo,SO,5.3505,48.5268,78.76,66,15,11.05,few clouds
432,Aban,RU,56.67,96.06,16.03,84,96,13.98,overcast clouds
433,Launceston,AU,-41.45,147.1667,74.61,57,75,16.11,broken clouds
434,Olinda,BR,-8.0089,-34.8553,78.53,94,75,2.3,light rain
435,Hervey Bay,AU,-25.2986,152.8535,76.24,76,13,9.17,light rain
436,Glenwood Springs,US,39.5505,-107.3248,65.21,48,0,10.36,clear sky
437,Ndele,CF,8.4109,20.6473,73.89,15,94,5.97,overcast clouds
438,Ranong,TH,9.9658,98.6348,80.53,78,33,1.16,scattered clouds
439,Khorixas,NA,-20.3667,14.9667,68.34,71,0,1.01,clear sky
440,Castanos,MX,26.7833,-101.4167,72.34,45,99,15.1,overcast clouds
441,Fortuna,US,40.5982,-124.1573,57.92,78,0,10.36,clear sky
442,Roros,NO,62.5747,11.3842,24.64,93,100,5.75,overcast clouds
443,Brewster,US,41.3973,-73.6171,43.02,91,99,7.02,overcast clouds
444,Sturgeon Falls,CA,46.3646,-79.9326,27.9,84,100,13.53,overcast clouds
445,Ahipara,NZ,-35.1667,173.1667,69.66,64,67,9.95,broken clouds
446,Londiani,KE,-0.165,35.5909,54.3,92,80,4,broken clouds
447,Guane,CU,22.2025,-84.0875,68.07,70,10,8.79,clear sky
448,Khani,GE,41.9563,42.9566,27.97,89,53,6.44,broken clouds
449,Chincha Alta,PE,-13.4099,-76.1323,64.99,80,54,2.17,broken clouds
450,Acapulco,MX,16.8634,-99.8901,77.18,59,70,5.99,broken clouds
451,Vestmannaeyjar,IS,63.4427,-20.2734,45.45,96,100,7.2,overcast clouds
452,Chernyshevskiy,RU,63.0128,112.4714,13.86,93,100,3.06,overcast clouds
453,Bosaso,SO,11.2842,49.1816,73.54,65,2,1.95,clear sky
454,Zhigansk,RU,66.7697,123.3711,7.99,95,98,9.95,overcast clouds
455,Paka,MY,4.6374,103.4368,82.33,83,20,4.61,few clouds
456,Champerico,GT,14.3,-91.9167,82.85,69,74,5.88,broken clouds
457,Yar-Sale,RU,66.8333,70.8333,-16.8,100,47,5.21,scattered clouds
458,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,64.04,82,20,9.28,few clouds
459,Batticaloa,LK,7.7102,81.6924,79.12,84,0,6.31,clear sky
460,Touros,BR,-5.1989,-35.4608,78.17,87,100,7.07,overcast clouds
461,Tahe,CN,52.3333,124.7333,31.12,58,61,8.41,broken clouds
462,Antalaha,MG,-14.9003,50.2788,74.8,90,42,5.12,light rain
463,Sangar,RU,63.9242,127.4739,14.4,88,89,6.58,overcast clouds
464,Neuquen,AR,-38.9516,-68.0591,69.69,37,0,13.8,clear sky
465,Margate,GB,51.3813,1.3862,48.31,88,3,4,clear sky
466,Srednekolymsk,RU,67.45,153.6833,8.67,86,100,15.68,overcast clouds
467,Pangoa,PE,-12.1167,-73,66.65,99,67,1.57,broken clouds
468,Dunedin,NZ,-45.8742,170.5036,63.59,69,0,6.76,clear sky
469,Sinnamary,GF,5.3833,-52.95,77.2,86,100,12.62,overcast clouds
470,Poum,NC,-20.2333,164.0167,81.03,69,50,6.82,scattered clouds
471,Gorontalo,ID,0.5412,123.0595,88.11,59,99,3.13,overcast clouds
472,Ambatofinandrahana,MG,-20.55,46.8,62.26,93,45,3.24,scattered clouds
473,Provideniya,RU,64.3833,-173.3,23.18,73,98,1.59,overcast clouds
474,Pokhara,NP,28.2333,83.9833,75.51,18,0,0.16,clear sky
475,Aguas De Lindoia,BR,-22.4764,-46.6328,65.55,96,73,3.04,broken clouds
476,Verkhnyaya Inta,RU,65.9811,60.3094,6.71,85,100,13.4,overcast clouds
477,Vao,NC,-22.6667,167.4833,75.83,77,65,16.26,broken clouds
478,Alofi,NU,-19.0595,-169.9187,82.29,83,94,10.36,overcast clouds
479,Bogorodskoye,RU,56.55,37.8833,24.44,92,100,18.61,light snow
480,Roma,US,43.2128,-75.4557,41.38,80,73,7,broken clouds
481,Biltine,TD,14.5333,20.9167,70.47,10,2,20.56,clear sky
482,Alta Floresta,BR,-9.8756,-56.0861,72.45,95,96,1.79,overcast clouds
483,Mayo,US,38.8876,-76.5119,44.71,56,0,13,clear sky
484,Mnogovershinnyy,RU,53.9353,139.9242,19.62,93,100,13.91,snow
485,Ubinskoye,RU,55.3068,79.6802,6.53,95,100,7.43,overcast clouds
486,Aripuana,BR,-9.1667,-60.6333,73.56,98,99,0.74,light rain
487,Zdunska Wola,PL,51.5992,18.9397,35.33,79,2,4.94,clear sky
488,Campbell River,CA,50.0163,-125.2446,45.93,100,100,6.91,light intensity drizzle
489,Flinders,AU,-34.5833,150.8552,75.38,79,99,5.08,light rain
490,Goundam,ML,16.4145,-3.6708,83.59,31,11,3.6,few clouds
491,Valsad,IN,20.6333,72.9333,78.22,72,8,6.31,clear sky
492,Isiolo,KE,0.3546,37.5822,67.19,84,93,3.56,light rain
493,Constitucion,CL,-35.3333,-72.4167,52.52,90,50,7.45,scattered clouds
494,Hailar,CN,49.2,119.7,25.61,76,27,8.63,scattered clouds
495,Chauk,MM,20.8833,94.8167,83.64,54,71,4.88,broken clouds
496,Inyonga,TZ,-6.7167,32.0667,66.74,86,82,2.84,broken clouds
497,Palu,ID,-0.8917,119.8707,88.63,53,83,3.22,broken clouds
498,Kulhudhuffushi,MV,6.6221,73.07,81.63,66,0,5.77,clear sky
499,Kloulklubed,PW,7.0419,134.2556,75.7,76,100,13.67,overcast clouds
500,Glendive,US,47.1053,-104.7125,39.49,31,100,8.99,overcast clouds
501,Meulaboh,ID,4.1363,96.1285,80.87,72,13,3.98,few clouds
502,San Luis,AR,-33.295,-66.3356,59.41,40,0,5.46,clear sky
503,Sept-Iles,CA,50.2001,-66.3821,31.05,96,100,6.91,overcast clouds
504,Tolaga Bay,NZ,-38.3667,178.3,60.42,90,100,20.42,overcast clouds
505,Curup,ID,-3.4667,102.5333,79.47,49,3,0.6,clear sky
506,Ugoofaaru,MV,5.6667,73,81.7,66,0,6.51,clear sky
507,Toppenish,US,46.3774,-120.3087,66.81,56,100,1.7,overcast clouds
508,Areosa,PT,41.7178,-8.8571,56.28,72,95,5.46,overcast clouds
509,Khilok,RU,51.3674,110.4676,25.86,61,83,3.22,broken clouds
510,Loralai,PK,30.3705,68.598,65.07,14,0,6.31,clear sky
511,Olavarria,AR,-36.8927,-60.3225,60.03,85,0,7.31,clear sky
512,Sao Filipe,CV,14.8961,-24.4956,69.35,73,67,4.43,broken clouds
513,Dandong,CN,40.1292,124.3947,45.3,23,10,18.95,clear sky
514,Kontagora,NG,10.3999,5.4695,78.94,13,78,4.43,broken clouds
515,Paamiut,GL,61.994,-49.6678,19.38,82,6,7.34,clear sky
516,Longyearbyen,SJ,78.2186,15.6401,-4.16,77,20,10.36,few clouds
517,Yokadouma,CM,3.5167,15.05,69.98,70,82,2.93,broken clouds
518,Kamenka,RU,51.3223,42.7678,34.09,98,100,9.4,light snow
519,Taoudenni,ML,22.6783,-3.9836,79.36,15,79,7.72,broken clouds
520,Pinega,RU,64.7001,43.3936,15.84,66,100,18.75,overcast clouds
521,Bom Jesus,BR,-9.0744,-44.3586,76.19,64,12,1.48,few clouds
522,Kothi,IN,24.75,80.7833,81.16,10,5,5.39,clear sky
523,Pareora,NZ,-44.4871,171.2132,66.18,84,4,10.78,clear sky
524,Necochea,AR,-38.5473,-58.7368,56.98,89,15,9.62,few clouds
525,Zverinogolovskoye,RU,54.4586,64.8542,-3.44,99,25,4.99,scattered clouds
526,Mollendo,PE,-17.0231,-72.0147,69.21,85,39,7.78,scattered clouds
527,Vanavara,RU,60.34,102.2797,14.67,91,100,14.92,light snow
528,Santiago,CL,-33.4569,-70.6483,70.99,48,5,3.04,clear sky
529,Nata,PA,8.3333,-80.5167,80.47,72,9,12.1,clear sky
530,Vinh,VN,18.6667,105.6667,79.03,83,24,14.2,few clouds
531,Ocean City,US,39.2776,-74.5746,44.62,63,37,3,scattered clouds
532,Tommot,RU,58.9564,126.2925,23.27,82,99,4.25,overcast clouds
533,Buin,CL,-33.7333,-70.75,71.87,61,6,2.15,clear sky
534,Half Moon Bay,US,37.4636,-122.4286,67.57,82,0,11.5,clear sky
535,Kirakira,SB,-10.4544,161.9205,83.26,79,94,9.86,overcast clouds
536,Aitape,PG,-3.1374,142.3475,78.01,90,100,5.28,overcast clouds
537,Yate,GB,51.5407,-2.4184,49.53,86,5,1.99,clear sky
538,Mitsamiouli,KM,-11.3847,43.2844,81.72,77,62,4.43,broken clouds
539,Sambava,MG,-14.2667,50.1667,77.04,89,23,6.26,light rain
540,Koutsouras,GR,35.0339,25.9469,55.11,41,0,8.5,clear sky
541,Fairbanks,US,64.8378,-147.7164,37.74,52,100,0,overcast clouds
542,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,20.71,few clouds
543,Markala,ML,13.7021,-6.0659,87.1,37,91,5.88,overcast clouds
544,Maragogi,BR,-9.0122,-35.2225,77.4,86,23,2.68,few clouds
545,Batemans Bay,AU,-35.7167,150.1833,70.11,70,100,4.97,overcast clouds
546,Santa Rosa,PH,14.3122,121.1114,91.11,68,8,10.58,clear sky
547,Lillooet,CA,50.6856,-121.942,48.16,86,98,1.05,overcast clouds
548,Novobirilyussy,RU,56.9514,90.6661,13.6,91,91,8.57,overcast clouds
549,Dingle,PH,10.9995,122.6711,87.53,57,100,11.92,light rain
550,Kamaishi,JP,39.2667,141.8833,49.95,73,100,6.58,overcast clouds
551,Porto Santo,PT,33.072,-16.3415,62.98,77,40,18.41,scattered clouds
552,Calvinia,ZA,-31.4707,19.776,64.45,37,5,4.18,clear sky
553,Port Blair,IN,11.6667,92.75,80.64,89,20,2.3,mist
554,Malmyzh,RU,56.5205,50.6818,33.31,98,100,15.21,light snow
555,San Jose,US,37.3394,-121.895,67.51,63,40,12.66,scattered clouds
556,Araouane,ML,18.9048,-3.5265,79.7,31,76,6.76,broken clouds
557,Amambai,BR,-23.1042,-55.2258,62.92,59,0,2.35,clear sky
558,Aquiraz,BR,-3.9014,-38.3911,78.89,90,97,5.37,overcast clouds
559,Fort Nelson,CA,58.8053,-122.7002,33.39,47,20,3.44,few clouds
560,Ostrovnoy,RU,68.0531,39.5131,20.44,65,100,12.15,light snow
561,Mamallapuram,IN,12.6264,80.1722,82.45,76,8,10.18,clear sky
562,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.72,85,36,3.13,scattered clouds
563,Macau,MO,22.2006,113.5461,73.2,78,40,17.27,scattered clouds
564,Cidreira,BR,-30.1811,-50.2056,67.62,74,98,9.42,overcast clouds
565,Taltal,CL,-25.4,-70.4833,66.54,74,0,4.68,clear sky
566,Challapata,BO,-18.9,-66.7667,50.65,38,7,3.94,clear sky
567,Zwettl,AT,48.6,15.1667,42.31,85,14,2.66,few clouds
568,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.08,88,79,17.22,broken clouds
569,Noumea,NC,-22.2763,166.4572,85.98,73,87,16.02,overcast clouds
570,Lavras,BR,-21.2453,-44.9997,65.84,91,20,4.29,few clouds
571,Kabinda,CD,-6.1333,24.4833,67.23,97,100,2.91,overcast clouds
572,Jibuti,DJ,11.5,42.5,72.54,73,6,6.08,clear sky
573,Ghanzi,BW,-21.5667,21.7833,70.34,67,95,5.14,overcast clouds
574,Bondoukou,CI,8.0333,-2.8,74.57,81,65,4.85,broken clouds
575,Meadow Lake,US,34.8014,-106.5436,71.67,18,88,5.19,overcast clouds
576,Gurupa,BR,-1.405,-51.64,74.01,99,100,3.51,light rain
577,Passo Fundo,BR,-28.2628,-52.4067,54.01,96,2,2.1,clear sky
578,Gold Coast,AU,-28,153.4333,81,72,70,6.91,broken clouds
579,Robertsport,LR,6.7533,-11.3686,77.59,89,100,10.25,moderate rain
580,Moron,AR,-34.6534,-58.6198,65.98,91,0,4.54,clear sky
581,Thinadhoo,MV,0.5333,72.9333,81.52,69,0,7.74,clear sky
582,Rexburg,US,43.826,-111.7897,47.37,70,100,4.9,overcast clouds
583,Gotsu,JP,35,132.2167,55.92,61,92,5.79,overcast clouds
584,Mecca,SA,21.4267,39.8261,63.63,56,0,2.01,clear sky
585,Kalmunai,LK,7.4167,81.8167,79.41,83,1,5.68,clear sky
586,Chimbote,PE,-9.0853,-78.5783,69.76,80,86,5.57,overcast clouds
587,Lufilufi,WS,-13.8745,-171.5986,78.58,79,90,15.9,light rain
588,Muramatsu,JP,37.6833,139.1833,49.26,77,100,7.67,overcast clouds
589,Mocuba,MZ,-16.8392,36.9856,73.53,96,100,2.44,overcast clouds
590,Semnan,IR,35.5729,53.3971,40.84,33,0,2.3,clear sky
591,Mackay,AU,-21.15,149.2,78.67,88,75,10.36,broken clouds
592,Lang Son,VN,21.8333,106.7333,67.51,72,47,13.29,scattered clouds
593,Nago,JP,26.5881,127.9761,65.25,95,100,10.87,overcast clouds
594,Teya,RU,60.3778,92.6267,12.85,86,100,10.92,overcast clouds
595,Arlit,NE,18.7369,7.3853,74.59,11,7,8.77,clear sky
596,Were Ilu,ET,10.6,39.4333,47.48,79,41,5.08,scattered clouds
597,Caibarien,CU,22.5206,-79.4669,72.1,67,59,11.39,broken clouds
598,Avdon,RU,54.6667,55.7167,24.12,92,75,20.13,broken clouds
599,Bose,IT,45.4612,8.0137,51.3,35,0,5.7,clear sky
600,Inongo,CD,-1.95,18.2667,73.31,88,99,2.62,light rain
601,Iranshahr,IR,27.2025,60.6848,71.22,27,0,1.86,clear sky
602,Severnoye,RU,56.3491,78.3619,4.24,98,94,5.08,overcast clouds
603,Nordstemmen,DE,52.162,9.7835,47.79,94,3,2.37,clear sky
604,Sozimskiy,RU,59.7418,52.2482,31.98,96,100,12.97,light snow
605,Okhotsk,RU,59.3833,143.3,14.05,77,13,3.2,few clouds
606,Acari,PE,-15.4311,-74.6158,73.27,78,54,3.71,broken clouds
607,Cananea,MX,30.95,-110.3,63.18,11,56,8.95,broken clouds
608,Miles City,US,46.4083,-105.8406,42.75,37,100,14.38,overcast clouds
609,Katherine,AU,-14.4667,132.2667,91.72,49,40,5.75,scattered clouds
610,Ponorogo,ID,-7.8685,111.462,82.65,72,97,2.98,overcast clouds
611,Nouadhibou,MR,20.931,-17.0347,62.58,88,100,5.75,overcast clouds
612,Wajima,JP,37.4,136.9,52.48,76,40,3.44,scattered clouds
613,Nortelandia,BR,-14.4547,-56.8028,72.61,98,100,1.9,overcast clouds
614,Bam,IR,29.106,58.357,62.58,15,0,7,clear sky
615,Puli,TW,23.9664,120.9695,72.21,81,36,4.05,scattered clouds
616,Lichinga,MZ,-13.3128,35.2406,66.29,100,0,5.01,clear sky
617,Srinivaspur,IN,13.3333,78.2167,73.11,85,9,4.97,clear sky
618,Tancitaro,MX,19.3333,-102.3667,60.75,20,2,5.19,clear sky
619,Onda,ES,39.9667,-0.25,53.91,75,43,5.61,scattered clouds
620,Bhag,PK,29.0415,67.8239,79.97,9,0,2.37,clear sky
621,Chabua,IN,27.4825,95.1736,69.75,83,75,3.44,mist
622,Naco,MX,31.3347,-109.9483,80.69,11,98,9.78,overcast clouds
623,Ilheus,BR,-14.7889,-39.0494,82.22,78,40,12.66,scattered clouds
624,Tevaitoa,PF,-16.7833,-151.5,82.4,71,16,13.38,light rain
625,Sabang,ID,5.8933,95.3214,82.4,75,15,2.82,few clouds
626,High Prairie,CA,55.4334,-116.4858,31.17,88,100,4,overcast clouds
627,Troitskoye,RU,52.9821,84.6757,16.95,89,100,11.03,overcast clouds
628,Baherden,TM,38.4362,57.4316,45.14,66,5,1.39,clear sky
629,Yulara,AU,-25.2406,130.9889,82.24,17,3,11.5,clear sky
630,Trinidad,BO,-14.8333,-64.9,65.08,82,100,2.8,overcast clouds
631,Sembe,CG,1.6481,14.5806,71.42,80,99,1.45,overcast clouds
632,Tazovskiy,RU,67.4667,78.7,-1.03,98,92,10.94,overcast clouds
633,Quatre Cocos,MU,-20.2078,57.7625,79.09,78,19,8.72,few clouds
634,Belaya Gora,RU,68.5333,146.4167,6.73,85,77,7.56,broken clouds
635,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,8,1.99,clear sky
636,Muroto,JP,33.2833,134.15,59.59,76,97,2.62,overcast clouds
637,Chateaubelair,VC,13.2833,-61.25,77.18,78,99,10.56,overcast clouds
638,Vardo,NO,70.3705,31.1107,26.96,61,100,26.33,light snow
639,Luwuk,ID,-0.9516,122.7875,85.96,67,100,2.89,overcast clouds
640,Vuktyl,RU,63.8567,57.3094,23.59,90,100,16.28,light snow
641,Manga,BF,11.6636,-1.0731,86.49,23,45,3.87,scattered clouds
642,Havelock,US,34.8791,-76.9013,56.95,49,85,5.01,overcast clouds
643,Ginir,ET,7.1333,40.7,59.43,76,67,3.15,light rain
644,Ahmadpur,IN,18.7,76.9333,85.35,21,29,4.38,scattered clouds
645,Sidi Ali,DZ,36.0998,0.4206,51.28,79,0,0.92,clear sky
646,Nalut,LY,30.3333,10.85,66.85,12,10,27.54,clear sky
647,Nizhniy Bestyakh,RU,61.9594,129.9086,4.48,72,0,4.47,clear sky
648,Klyuchi,RU,52.2667,79.1667,18.28,92,100,12.08,overcast clouds
649,Goma,CD,-1.6792,29.2228,61.3,85,96,3.06,overcast clouds
650,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,69.01,90,60,3.36,light rain
651,Lismore,AU,-28.8135,153.2773,73.29,95,100,1.86,overcast clouds
652,Zhuzhou,CN,27.8333,113.15,51.93,92,100,8.25,moderate rain
653,Yaan,NG,7.3833,8.5667,80.06,64,94,4.14,overcast clouds
654,Olbernhau,DE,50.6667,13.3333,47.14,92,100,0.81,overcast clouds
655,Eyemouth,GB,55.8713,-2.0901,42.24,87,5,5.14,clear sky
656,Arica,CL,-18.475,-70.3042,68.02,81,5,2.39,clear sky
657,Igarka,RU,67.4667,86.5833,19.26,94,100,6.58,overcast clouds
658,Lompoc,US,34.6391,-120.4579,64.02,84,40,8.05,scattered clouds
659,Tiznit,MA,29.5833,-9.5,57.34,62,1,4.81,clear sky
660,Belyy Yar,RU,53.6039,91.3903,24.69,57,0,4.47,clear sky
661,Dukat,RU,62.55,155.55,6.57,77,100,2.15,overcast clouds
662,Bauchi,NG,10.5,10,69.22,15,76,5.14,broken clouds
663,Tarsus,TR,36.9188,34.8784,40.87,56,0,4.88,clear sky
664,Richards Bay,ZA,-28.783,32.0377,67.53,92,19,4.81,few clouds
665,Srinagar,IN,34.0833,74.8167,50.7,41,0,1.14,clear sky
666,Khasan,RU,42.4308,130.6434,42.87,49,48,16.11,scattered clouds
667,Osa,RU,57.2829,55.4567,29.1,94,100,19.84,light snow
668,Monticello,US,45.3055,-93.7941,27.09,41,0,11.5,clear sky
669,Kerema,PG,-7.9631,145.7785,84.79,70,100,9.6,overcast clouds
670,Alugan,PH,12.2188,125.4808,82.87,75,99,11.16,overcast clouds
671,Nicolas Bravo,MX,18.45,-88.9167,68.79,49,100,1.61,overcast clouds
672,Manono,CD,-7.3,27.4167,66.74,95,100,2.44,overcast clouds
673,Soc Trang,VN,9.6033,105.98,89.13,53,4,3.65,clear sky
674,Buluang,PH,13.3068,123.3425,87.78,57,93,1.79,overcast clouds
675,Kimbe,PG,-5.5502,150.1429,83.25,75,100,5.53,light rain
676,Uirauna,BR,-6.5183,-38.4122,72.41,93,100,2.91,overcast clouds
677,Kemin,KG,42.7846,75.6892,36.63,97,100,5.79,light rain
678,Lucapa,AO,-8.4192,20.7447,65.14,97,100,3.33,overcast clouds
679,Kinghorn,GB,56.069,-3.1761,44.44,93,3,1.14,clear sky
680,Baoning,CN,25.3378,110.026,55.26,88,100,6.71,overcast clouds
681,Mmabatho,ZA,-25.85,25.6333,61.77,79,18,4.61,few clouds
682,Morant Bay,JM,17.8815,-76.4093,80.22,82,77,3.2,broken clouds
683,Darnah,LY,32.767,22.6367,55.96,51,0,3.76,clear sky
684,Aksarka,RU,66.5606,67.7975,-5.89,95,99,7.45,overcast clouds
685,Shaunavon,CA,49.6501,-108.4181,38.98,43,31,13.51,scattered clouds
686,Fruitville,US,27.3298,-82.4576,67.95,56,0,10,clear sky
687,Priladozhskiy,RU,59.85,31.4833,23.54,1,100,22.79,overcast clouds
688,Weligama,LK,5.9667,80.4167,78.75,81,2,5.41,clear sky
689,Moerai,PF,-22.4333,-151.3333,81.27,72,100,10.09,overcast clouds
690,Melfort,CA,52.8667,-104.6177,3.33,55,8,5.75,clear sky
691,Wajid,SO,3.8093,43.2471,75.88,69,9,8.86,clear sky
692,De Aar,ZA,-30.6497,24.0123,61.02,47,8,4.97,clear sky
693,Gainesville,US,29.6516,-82.3248,63.95,70,0,1.01,clear sky
694,Stonewall,CA,50.1344,-97.3268,8.28,91,81,5.5,broken clouds
695,Atambua,ID,-9.1061,124.8925,82.04,68,12,2.15,few clouds
696,Esna,EG,25.2934,32.554,55.42,28,0,9.01,clear sky
697,Asfi,MA,32.2994,-9.2372,57.06,87,3,9.8,clear sky
