City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Wangaratta,AU,3/26/2022 21:06,-36.3667,146.3333,58.89,97,0,4.61
309,Tongliao,CN,3/26/2022 21:06,43.6125,122.2653,31.44,30,3,17.56
310,Talcahuano,CL,3/26/2022 21:06,-36.7167,-73.1167,60.48,72,75,9.22
311,Fengxian,CN,3/26/2022 21:06,34.7039,116.5872,50.36,29,100,19.22
312,Luanda,AO,3/26/2022 21:03,-8.8368,13.2343,80.15,85,99,7.16
313,Isangel,VU,3/26/2022 21:06,-19.55,169.2667,79.95,75,94,9.64
314,Nikolskoye,RU,3/26/2022 21:06,59.7035,30.7861,24.8,85,100,19.86
315,San Andres,CO,3/26/2022 21:06,12.5847,-81.7006,84.22,58,20,8.05
316,Cartaxo,PT,3/26/2022 21:06,39.1602,-8.7874,61.57,83,16,7.07
317,Guia Lopes Da Laguna,BR,3/26/2022 21:06,-21.4578,-56.1142,77.92,60,40,1.01
318,Laguna,US,3/26/2022 21:06,38.421,-121.4238,80.17,43,0,8.05
319,Lasa,IT,3/26/2022 21:06,46.6166,10.7002,46.02,66,5,0.98
320,Berezovyy,RU,3/26/2022 21:06,51.6667,135.7,23.11,88,100,11.32
321,Orzu,TJ,3/26/2022 21:06,37.5593,68.8184,57.6,47,82,5.7
322,Nenagh,IE,3/26/2022 21:02,52.8619,-8.1967,49.93,83,0,3.87
323,Jurm,AF,3/26/2022 21:06,36.8648,70.8342,53.08,56,70,1.97
324,Linhai,CN,3/26/2022 21:06,28.85,121.1167,56.93,70,100,2.06
325,Haines Junction,CA,3/26/2022 21:06,60.7522,-137.5108,29.98,80,100,2.33
326,Changqing,CN,3/26/2022 21:06,36.5575,116.7272,45.21,18,2,14.25
327,Aswan,EG,3/26/2022 21:06,24.0934,32.907,61.43,21,0,13.53
328,Cap Malheureux,MU,3/26/2022 21:03,-19.9842,57.6142,79.47,83,2,1.99
329,Monmouth,US,3/26/2022 21:06,40.3001,-74.1663,52.14,65,100,16.11
330,Paamiut,GL,3/26/2022 21:03,61.994,-49.6678,24.64,85,3,9.95
331,San Cristobal,VE,3/26/2022 21:06,7.7669,-72.225,81.59,53,100,5.86
332,Napanee,CA,3/26/2022 21:06,44.2501,-76.9494,41.95,96,100,9.37
333,Yenagoa,NG,3/26/2022 21:06,4.9247,6.2642,81.55,80,94,5.64
334,Kosh-Agach,RU,3/26/2022 21:06,50,88.6667,0.36,88,99,2.82
335,Leh,IN,3/26/2022 21:06,34.1667,77.5833,15.13,50,0,3.42
336,Genc,TR,3/26/2022 21:06,38.7507,40.5603,28.85,88,100,3.6
337,Ikom,NG,3/26/2022 21:06,5.9667,8.7063,81.21,72,9,3.98
338,Otane,NZ,3/26/2022 21:06,-39.8833,176.6333,57,89,100,9.98
339,Vung Tau,VN,3/26/2022 21:06,10.346,107.0843,81.34,79,1,7.76
340,Nautla,MX,3/26/2022 21:06,20.2167,-96.7833,76.28,49,17,14.43
341,Grafton,US,3/26/2022 21:06,42.207,-71.6856,50.92,73,100,9.22
342,Goderich,CA,3/26/2022 21:06,43.7501,-81.7165,32.92,88,100,19.86
343,Suleja,NG,3/26/2022 21:06,9.1758,7.1808,86.47,15,7,4.74
344,Conakry,GN,3/26/2022 21:06,9.538,-13.6773,79.34,75,73,10
345,Amapa,BR,3/26/2022 21:06,1,-52,72,98,100,2.13
346,Saurimo,AO,3/26/2022 21:06,-9.6608,20.3916,66.65,93,93,1.99
347,Flin Flon,CA,3/26/2022 21:06,54.7682,-101.865,9.34,61,75,7.45
348,Aitape,PG,3/26/2022 21:06,-3.1374,142.3475,76.84,90,88,4.59
349,Naze,JP,3/26/2022 21:06,28.3667,129.4833,59.13,89,100,9.78
350,Lincoln,US,3/26/2022 21:06,40.8,-96.667,51.91,29,0,11.5
351,Buchanan,LR,3/26/2022 21:06,5.8808,-10.0467,78.39,89,98,2.53
352,Poronaysk,RU,3/26/2022 21:06,49.2167,143.1167,30.22,98,100,12.68
353,Lethem,GY,3/26/2022 21:06,3.3803,-59.7968,83.01,66,100,11.59
354,Puerto Madero,MX,3/26/2022 21:06,14.7208,-92.4215,89.8,61,40,11.5
355,Sao Pedro Do Sul,BR,3/26/2022 21:06,-29.6206,-54.1789,68.43,65,96,8.32
356,Magdagachi,RU,3/26/2022 21:06,53.45,125.8,16.66,89,100,5.48
357,Robertsport,LR,3/26/2022 21:06,6.7533,-11.3686,80.38,88,54,6.58
358,Antalaha,MG,3/26/2022 21:06,-14.9003,50.2788,76.37,91,9,4.79
359,Shumskiy,RU,3/26/2022 21:06,54.8318,99.1328,20.43,74,75,11.41
360,Praia,CV,3/26/2022 21:04,14.9215,-23.5087,68.54,73,20,13.8
361,Gamboma,CG,3/26/2022 21:06,-1.8764,15.8644,76.69,81,100,2.48
362,Margate,GB,3/26/2022 21:06,51.3813,1.3862,49.3,85,3,5.01
363,Upanema,BR,3/26/2022 21:06,-5.6419,-37.2578,75.87,91,100,5.23
364,Mgachi,RU,3/26/2022 21:06,51.05,142.2667,30.2,91,100,8.03
365,Hornepayne,CA,3/26/2022 21:07,49.2138,-84.7705,14.36,81,100,14.54
366,Nouakchott,MR,3/26/2022 21:07,18.0858,-15.9785,64.33,77,4,13.35
367,Bharatpur,IN,3/26/2022 21:07,27.2167,77.4833,77.36,12,0,7.11
368,Le Port,RE,3/26/2022 21:07,-20.9373,55.2919,77,73,40,2.1
369,Carutapera,BR,3/26/2022 21:07,-1.195,-46.02,77.77,91,100,6.49
370,Makakilo City,US,3/26/2022 21:07,21.3469,-158.0858,80.92,47,0,16.11
371,Sandnessjoen,NO,3/26/2022 21:03,66.0217,12.6316,33.91,70,75,8.05
372,Svetlaya,RU,3/26/2022 21:07,46.5389,138.3297,32.45,97,100,2.55
373,Meulaboh,ID,3/26/2022 21:07,4.1363,96.1285,77.67,84,86,4.45
374,Ngara,TZ,3/26/2022 21:07,-2.5122,30.6558,54.63,93,88,2.06
375,Samoded,RU,3/26/2022 21:07,63.6083,40.5111,18.97,91,100,18.48
376,Codrington,AU,3/26/2022 21:07,-38.2667,141.9667,55.35,68,0,4.94
377,Sao Joao Do Piaui,BR,3/26/2022 21:07,-8.3581,-42.2467,82.26,58,22,1.45
378,Dekar,BW,3/26/2022 21:07,-21.5333,21.9333,71.19,64,57,6.71
379,Veinticinco De Mayo,AR,3/26/2022 21:07,-35.4323,-60.1727,69.98,71,0,4
380,Sao Joao Da Barra,BR,3/26/2022 21:07,-21.6403,-41.0511,82.49,86,28,14.25
381,Svetlyy,RU,3/26/2022 21:07,54.675,20.1347,39.25,63,80,16.55
382,Maniitsoq,GL,3/26/2022 21:07,65.4167,-52.9,19.6,81,70,6.55
383,Pochutla,MX,3/26/2022 21:07,15.7432,-96.4661,89.82,48,97,8.28
384,Bilibino,RU,3/26/2022 21:07,68.0546,166.4372,-3.28,98,100,3.96
385,Evensk,RU,3/26/2022 21:07,61.95,159.2333,4.98,77,87,5.84
386,Atikokan,CA,3/26/2022 21:07,48.7555,-91.6216,15.89,68,100,13.33
387,Berlevag,NO,3/26/2022 21:03,70.8578,29.0864,22.8,66,100,24.43
388,Oranjemund,NA,3/26/2022 21:07,-28.55,16.4333,60.53,82,0,5.1
389,Iralaya,HN,3/26/2022 21:07,15,-83.2333,82.58,58,11,11.39
390,Dingzhou,CN,3/26/2022 21:07,38.5131,114.9956,43.83,15,0,11.39
391,Chengde,CN,3/26/2022 21:07,40.9725,117.9361,33.28,28,0,5.41
392,Graaff-Reinet,ZA,3/26/2022 21:07,-32.2522,24.5308,57.92,88,0,2.1
393,Linjiang,CN,3/26/2022 21:07,41.8069,126.9078,31.3,82,100,3.67
394,Sao Filipe,CV,3/26/2022 21:07,14.8961,-24.4956,70.29,75,52,10.85
395,Mount Isa,AU,3/26/2022 21:07,-20.7333,139.5,64.17,55,1,6.91
396,Ayan,RU,3/26/2022 21:05,56.45,138.1667,8.8,86,18,7.56
397,Pouso Alegre,BR,3/26/2022 21:05,-22.23,-45.9364,73.85,88,94,2.08
398,Rotifunk,SL,3/26/2022 21:07,8.2333,-12.6833,79.45,77,99,5.23
399,Hulan Ergi,CN,3/26/2022 21:07,47.2042,123.6333,29.73,54,48,11.14
400,Tessalit,ML,3/26/2022 21:07,20.1986,1.0114,89.06,10,100,15.37
401,Quatre Cocos,MU,3/26/2022 21:07,-20.2078,57.7625,79.09,81,15,11.39
402,Adrar,MR,3/26/2022 21:07,20.5022,-10.0711,75.74,16,10,4.16
403,Nchelenge,ZM,3/26/2022 21:07,-9.3451,28.734,71.2,86,93,3.13
404,Vila Velha,BR,3/26/2022 21:07,-20.3297,-40.2925,82.35,78,0,14.97
405,Shubarshi,KZ,3/26/2022 21:07,48.5872,57.1869,29.77,89,100,9.37
406,Beloha,MG,3/26/2022 21:07,-25.1667,45.05,69.91,96,24,5.64
407,Atasu,KZ,3/26/2022 21:07,48.6814,71.6433,31.19,93,100,6.46
408,Lazaro Cardenas,MX,3/26/2022 21:07,17.9583,-102.2,85.3,35,54,10.42
409,Muzaffarpur,IN,3/26/2022 21:07,26.1167,85.4,73.24,14,0,5.26
410,Port Augusta,AU,3/26/2022 21:07,-32.5,137.7667,65.1,52,0,3.15
411,Pavino,RU,3/26/2022 21:07,59.1139,46.1414,32.02,92,100,12.77
412,Eenhana,NA,3/26/2022 21:07,-17.4667,16.3333,70.38,38,8,6.08
413,Noumea,NC,3/26/2022 21:07,-22.2763,166.4572,79,99,99,8.08
414,Asau,RO,3/26/2022 21:07,46.4333,26.4,54.95,41,89,13.78
415,Vilcun,CL,3/26/2022 21:07,-38.65,-72.2333,59.74,49,3,8.57
416,Vila,PT,3/26/2022 21:07,42.0304,-8.1588,48.7,74,83,3.8
417,Muzhi,RU,3/26/2022 21:07,65.3667,64.6667,-5.03,97,95,5.1
418,Kodinsk,RU,3/26/2022 21:07,58.6881,99.1844,15.04,87,93,14.83
419,Zanjan,IR,3/26/2022 21:07,36.6736,48.4787,35.64,62,1,2.82
420,Kibre Mengist,ET,3/26/2022 21:07,5.8833,38.9833,59.47,88,74,2.77
421,Necochea,AR,3/26/2022 21:07,-38.5473,-58.7368,62.85,88,100,17.58
422,Kholmy,UA,3/26/2022 21:07,51.871,32.6006,36.32,58,77,19.95
423,Ixtapa,MX,3/26/2022 21:05,20.7,-105.2,76.23,73,0,12.66
424,Hilton Head Island,US,3/26/2022 21:06,32.2163,-80.7526,73.51,27,0,14.97
425,Zemio,CF,3/26/2022 21:07,5.0314,25.1361,76.5,21,100,2.86
426,Namatanai,PG,3/26/2022 21:07,-3.6667,152.4333,80.04,81,100,1.63
427,Lusambo,CD,3/26/2022 21:07,-4.9667,23.45,72.97,81,100,0.94
428,Sampit,ID,3/26/2022 21:07,-2.5333,112.95,74.07,98,18,2.57
429,Saint-Orens-De-Gameville,FR,3/26/2022 21:07,43.554,1.5341,53.08,57,0,2.3
430,Tyukalinsk,RU,3/26/2022 21:07,55.8732,72.1967,-6.75,100,88,5.17
431,Fatsa,TR,3/26/2022 21:07,41.0278,37.5014,37.2,88,78,6.6
432,Denpasar,ID,3/26/2022 21:07,-8.65,115.2167,76.71,100,40,3.44
433,Mayo,US,3/26/2022 21:07,38.8876,-76.5119,50.56,53,40,16.11
434,Cesena,IT,3/26/2022 21:07,44.1391,12.2432,56.12,50,29,3.58
435,Grand Gaube,MU,3/26/2022 21:07,-20.0064,57.6608,79.38,83,3,3
436,Olafsvik,IS,3/26/2022 21:07,64.8945,-23.7142,36.72,74,100,18.79
437,Kajaani,FI,3/26/2022 21:07,64.2273,27.7285,19.45,53,0,12.66
438,Dubbo,AU,3/26/2022 21:07,-32.25,148.6167,62.73,82,100,10.36
439,Salinas,US,3/26/2022 21:05,36.6777,-121.6555,81.01,64,0,16.11
440,Bend,US,3/26/2022 21:06,44.0582,-121.3153,67.86,35,0,4.61
441,Baruun-Urt,MN,3/26/2022 21:07,46.6806,113.2792,18.25,48,0,6.8
442,Medicine Hat,CA,3/26/2022 21:07,50.0501,-110.6683,52.21,31,53,1.01
443,Harnai,PK,3/26/2022 21:07,30.1005,67.9374,73.31,12,0,3
444,Newport,GB,3/26/2022 21:07,51.5877,-2.9984,55.94,71,0,9.31
445,Ecoporanga,BR,3/26/2022 21:07,-18.3733,-40.8306,77.27,71,26,3.91
446,Sekoma,BW,3/26/2022 21:07,-24.4,23.8833,70.92,63,93,6.51
447,Mastic Beach,US,3/26/2022 21:03,40.7668,-72.8521,46.98,82,100,10.36
448,Apastovo,RU,3/26/2022 21:07,55.2029,48.5109,34.38,99,100,18.7
449,Indiaroba,BR,3/26/2022 21:07,-11.5192,-37.5117,77.4,80,72,3.91
450,Champerico,GT,3/26/2022 21:07,14.3,-91.9167,85.91,64,40,13.02
451,Vostok,RU,3/26/2022 21:07,46.4856,135.8833,24.49,97,100,4.47
452,Cedar City,US,3/26/2022 21:07,37.6775,-113.0619,72.57,12,0,19.57
453,Iida,JP,3/26/2022 21:07,35.5197,137.8207,55.04,100,100,1.01
454,Catamarca,AR,3/26/2022 21:07,-28.4696,-65.7852,83.77,28,0,3
455,Tsumeb,NA,3/26/2022 21:07,-19.2333,17.7167,67.89,36,5,7.78
456,Masterton,NZ,3/26/2022 21:05,-40.9597,175.6575,62.89,89,94,7.76
457,Waddan,LY,3/26/2022 21:07,29.1614,16.139,62.28,14,0,16.13
458,Tamandare,BR,3/26/2022 21:07,-8.7597,-35.1047,78.94,83,89,4.92
459,Tombouctou,ML,3/26/2022 21:07,20,-3,84.69,20,18,7.27
460,Shaunavon,CA,3/26/2022 21:07,49.6501,-108.4181,37.27,35,100,16.22
461,Sorong,ID,3/26/2022 21:07,-0.8833,131.25,78.53,85,29,3.36
462,Bukachacha,RU,3/26/2022 21:07,52.9833,116.9167,10.2,98,81,3.44
463,Mogadishu,SO,3/26/2022 21:07,2.0371,45.3438,81.3,81,25,11.01
464,Yumen,CN,3/26/2022 21:07,40.2833,97.2,38.82,34,1,4.72
465,Tongchuan,CN,3/26/2022 21:07,35.0806,109.0897,43.86,25,91,7.38
466,Taltal,CL,3/26/2022 21:07,-25.4,-70.4833,68.11,71,23,6.82
467,Telhara,IN,3/26/2022 21:07,21.0269,76.8389,87.24,17,8,6.44
468,Kuah,MY,3/26/2022 21:07,6.3265,99.8432,83.37,74,0,5.19
469,Buraydah,SA,3/26/2022 21:07,26.326,43.975,57.6,26,0,10.89
470,Anito,PH,3/26/2022 21:07,12.4497,125.2886,78.15,88,100,9.44
471,Urcos,PE,3/26/2022 21:07,-13.6861,-71.6228,60.69,76,96,7.14
472,Antofagasta,CL,3/26/2022 21:07,-23.65,-70.4,67.28,74,24,8.46
473,Mana,GF,3/26/2022 21:07,5.6592,-53.7767,78.82,81,72,11.32
474,Sazonovo,RU,3/26/2022 21:07,59.0919,35.2268,24.57,87,100,17.45
475,Vanimo,PG,3/26/2022 21:07,-2.6741,141.3028,76.82,89,100,5.53
476,Severnyy,RU,3/26/2022 21:07,50.677,36.5532,35.64,87,75,15.66
477,Luderitz,NA,3/26/2022 21:07,-26.6481,15.1594,64.36,73,0,8.32
478,Bulata,PH,3/26/2022 21:07,9.8599,122.4016,80.58,80,98,9.4
479,Achutupo,PA,3/26/2022 21:07,9.2,-77.9833,81.52,74,87,11.18
480,Karad,IN,3/26/2022 21:07,17.2833,74.2,73.27,75,22,4.94
481,Pangkalanbuun,ID,3/26/2022 21:07,-2.6833,111.6167,73.9,98,57,2.26
482,Beisfjord,NO,3/26/2022 21:07,68.3751,17.5988,24.85,95,100,4.16
483,Plaza De Caisan,PA,3/26/2022 21:07,8.7333,-82.8167,75,71,88,1.45
484,San Marcos,US,3/26/2022 21:06,33.1434,-117.1661,88.21,63,0,11.5
485,Samdari,IN,3/26/2022 21:07,25.8167,72.5833,82.18,18,0,8.43
486,Akranes,IS,3/26/2022 21:07,64.3218,-22.0749,41.65,95,100,16.15
487,Ust-Maya,RU,3/26/2022 21:07,60.4167,134.5333,-13.99,100,100,1.41
488,Pietersburg,ZA,3/26/2022 21:07,-23.9045,29.4688,58.75,95,43,1.81
489,Wuan,CN,3/26/2022 21:07,31.6836,112.0044,56.37,63,100,4.14
490,Yakima,US,3/26/2022 21:03,46.4665,-120.6678,64.9,40,0,4
491,Yichang,CN,3/26/2022 21:05,30.7144,111.2847,57.6,78,100,4.16
492,Karratha,AU,3/26/2022 21:07,-20.7377,116.8463,82.6,71,58,10.65
493,Monte Patria,CL,3/26/2022 21:05,-30.6919,-70.9467,79.66,38,0,6.93
494,Vorukh,TJ,3/26/2022 21:07,39.8494,70.5838,44.62,93,100,1.48
495,Hobyo,SO,3/26/2022 21:07,5.3505,48.5268,80.58,66,22,13.71
496,Lebork,PL,3/26/2022 21:07,54.5392,17.7501,35.15,72,32,2.89
497,Canutama,BR,3/26/2022 21:07,-6.5339,-64.3831,76.37,95,98,1.52
498,Madang,PG,3/26/2022 21:07,-5.2246,145.7966,75.47,91,99,5.03
499,Fort Nelson,CA,3/26/2022 21:07,58.8053,-122.7002,26.47,90,100,2.89
500,San Rafael,AR,3/26/2022 21:07,-34.6177,-68.3301,84.24,13,0,14.07
501,Guerrero Negro,MX,3/26/2022 21:07,27.9769,-114.0611,76.35,40,35,10.16
502,Provideniya,RU,3/26/2022 21:07,64.3833,-173.3,18.64,89,100,1.03
503,Grindavik,IS,3/26/2022 21:07,63.8424,-22.4338,41.47,93,100,17.27
504,Nalhati,IN,3/26/2022 21:07,24.3,87.8167,74.71,82,5,4.97
505,Ushtobe,KZ,3/26/2022 21:07,45.2514,77.9838,50.07,56,100,7.81
506,Tarut,SA,3/26/2022 21:07,26.5733,50.0369,66.4,49,0,16.67
507,Morogoro,TZ,3/26/2022 21:07,-6.8167,37.6667,71.28,87,41,1.7
508,Machali,CL,3/26/2022 21:07,-34.1833,-70.6667,69.08,49,0,11.5
509,Pericos,MX,3/26/2022 21:07,25.05,-107.7,84.11,15,100,8.03
510,Bolu,TR,3/26/2022 21:07,40.6667,31.5833,23.79,87,10,2.15
511,Linxia,CN,3/26/2022 21:07,35.6003,103.2064,37.96,43,65,2.13
512,Caracollo,PE,3/26/2022 21:07,-14.9165,-70.6603,58.32,49,99,3.27
513,Komsomolskiy,UZ,3/26/2022 21:07,40.4272,71.7189,54.59,72,100,11.05
514,Chunoyar,RU,3/26/2022 21:07,57.4467,97.3217,15.75,89,100,13.15
515,Sadiqabad,PK,3/26/2022 21:07,28.3062,70.1307,79.47,9,0,6.42
516,Inndyr,NO,3/26/2022 21:07,67.0338,14.0276,32.04,78,100,7.61
517,Jiuquan,CN,3/26/2022 21:07,39.7432,98.5174,37.33,34,0,3.29
518,San Patricio,US,3/26/2022 21:07,28.017,-97.5169,91.49,23,4,13.18
519,Marawi,PH,3/26/2022 21:07,7.9986,124.2928,67.41,98,100,3.09
520,Wyndham,US,3/26/2022 21:07,37.6985,-77.6125,53.4,39,20,21.85
521,Sakaiminato,JP,3/26/2022 21:07,35.55,133.2333,50.97,73,100,6.62
522,Tanout,NE,3/26/2022 21:07,14.9709,8.8879,76.23,10,61,13.73
523,Verkhnevilyuysk,RU,3/26/2022 21:07,63.4453,120.3167,4.39,100,100,1.92
524,Palana,RU,3/26/2022 21:07,59.1167,159.9667,13.96,94,100,8.63
525,Bethel,US,3/26/2022 21:07,41.3712,-73.414,47.64,78,0,3.44
526,Ozernovskiy,RU,3/26/2022 21:07,51.5,156.5167,27.86,58,95,7.65
527,Ponta Do Sol,PT,3/26/2022 21:07,32.6667,-17.1,66.06,82,100,15.19
528,Bowen,AU,3/26/2022 21:07,-20.0167,148.2333,74.35,86,87,7.96
529,Bodden Town,KY,3/26/2022 21:07,19.2833,-81.25,79,75,75,11.5
530,Aksaray,TR,3/26/2022 21:07,38.3726,34.0254,31.33,69,3,2.82
531,Kondinskoye,RU,3/26/2022 21:07,59.6481,67.41,9.43,93,17,10.16
532,Alice Springs,AU,3/26/2022 21:04,-23.7,133.8833,51.35,62,5,0
533,Kananga,CD,3/26/2022 21:07,-5.8958,22.4178,72.28,83,100,3.83
534,Ternate,ID,3/26/2022 21:07,0.8,127.4,79.72,79,100,4.52
535,Manaus,BR,3/26/2022 21:07,-3.1019,-60.025,82.89,74,40,4.61
536,Hayden,US,3/26/2022 21:06,47.766,-116.7866,60.96,46,0,9.22
537,Martapura,ID,3/26/2022 21:07,-3.4167,114.85,75.29,94,75,5.75
538,Binzhou,CN,3/26/2022 21:07,37.3667,118.0167,45.46,23,0,12.44
539,Anadyr,RU,3/26/2022 21:07,64.75,177.4833,0,91,90,5.99
540,Iquitos,PE,3/26/2022 21:05,-3.7481,-73.2472,87.84,66,40,4.61
541,Elko,US,3/26/2022 21:08,41.0002,-115.5012,70.65,13,100,11.99
542,Edd,ER,3/26/2022 21:08,13.9297,41.6925,76.66,72,98,7.81
543,Rio Gallegos,AR,3/26/2022 21:08,-51.6226,-69.2181,64.45,39,0,14.97
544,Preston,GB,3/26/2022 21:08,53.7667,-2.7167,56.68,70,92,9.17
545,Gladstone,AU,3/26/2022 21:08,-23.85,151.25,70.79,94,76,5.75
546,Christiana,ZA,3/26/2022 21:08,-27.914,25.1611,64.9,36,3,6.24
547,Contamana,PE,3/26/2022 21:08,-7.3333,-75.0167,86.52,55,45,5.86
548,La Sarre,CA,3/26/2022 21:04,48.8002,-79.1996,26.2,88,100,15.41
549,Sao Felix Do Xingu,BR,3/26/2022 21:08,-6.6447,-51.995,77.95,90,21,3.98
550,Seydisehir,TR,3/26/2022 21:08,37.4193,31.8453,27.81,73,1,2.77
551,Acapulco,MX,3/26/2022 21:08,16.8634,-99.8901,82.22,65,100,12.66
552,Calauan,PH,3/26/2022 21:08,14.15,121.3167,80.98,89,19,4.76
553,Miri,MY,3/26/2022 21:08,4.4148,114.0089,73.56,90,43,5.61
554,Kumluca,TR,3/26/2022 21:08,36.3703,30.2869,54.43,45,0,5.97
555,Cajati,BR,3/26/2022 21:08,-24.7361,-48.1228,78.22,87,73,2.19
